shipment_id,from_city,to_city,distance_km,weight_kg,volume_m3,cargo_type,carrier,cost_rub,base_cost_per_km,date,status,delivery_days,carrier_reliability,cargo_fragility,customer_id,customer_segment,insurance,insurance_cost,fuel_surcharge,priority,payment_method,has_return,return_cost
131,Екатеринбург,Красноярск,1613,2116,2.33,Химия,Деловые Линии,77911.57,28.84,2023-03-04,Доставлен,2.0,0.95,0.7,8939,A,True,1558.23,5928.18,Экспресс,50/50,False,0.0
132,Самара,Казань,2208,2524,0.76,Электроника,Энергия,216155.75,48.09,2023-12-28,Доставлен,3.0,0.96,0.8,1358,B,False,4323.11,21657.96,Стандарт,Постоплата,False,0.0
133,Екатеринбург,Санкт-Петербург,2210,259,0.28,Химия,Грузовоз,47853.66,19.35,2023-05-07,В пути,,0.9,0.7,8030,C,True,0.0,3466.64,Стандарт,Постоплата,False,0.0
134,Новосибирск,Омск,1228,3408,8.52,Стройматериалы,Мэйджор,51294.99,30.82,2024-01-20,Доставлен,3.0,0.99,0.1,4265,B,True,0.0,2682.44,Экспресс,Предоплата,False,0.0
135,Санкт-Петербург,Новосибирск,1642,583,0.29,Медицина,Грузовоз,65188.77,25.1,2023-04-08,Доставлен,3.0,0.9,0.9,7990,C,True,1303.78,7675.66,Супер-экспресс,Постоплата,False,0.0
136,Нижний Новгород,Москва,2814,1980,2.38,Автозапчасти,ЖДД,140341.17,49.14,2023-10-06,В пути,,0.98,0.4,1916,C,False,0.0,19857.14,Экспресс,50/50,False,0.0
137,Москва,Нижний Новгород,400,4172,1.67,Одежда,Мэйджор,26829.57,33.84,2023-09-21,Доставлен,2.0,0.99,0.2,2189,C,True,536.59,3077.96,Стандарт,50/50,True,0.0
138,Уфа,Казань,443,1440,1.73,Автозапчасти,Мэйджор,15757.04,18.25,2023-03-08,Доставлен,1.0,0.99,0.4,7428,C,True,315.14,803.56,Экспресс,Предоплата,True,0.0
139,Нижний Новгород,Ростов-на-Дону,2398,2970,1.78,Канцелярия,Энергия,130744.06,44.2,2023-09-16,Доставлен,5.0,0.96,0.3,9536,B,True,2614.88,10297.41,Стандарт,Предоплата,False,0.0
140,Казань,Самара,1315,1430,1.72,Автозапчасти,Ратэк,34412.23,24.84,2023-08-31,Доставлен,3.0,0.91,0.4,7099,A,True,0.0,4908.98,Стандарт,Предоплата,True,0.0
141,Казань,Челябинск,1457,4946,2.47,Медицина,Ратэк,154000.53,46.95,2023-06-26,Доставлен,3.0,0.91,0.9,8116,B,False,0.0,12089.68,Стандарт,Предоплата,False,0.0
142,Казань,Санкт-Петербург,1500,2215,1.99,Мебель,Энергия,60317.85,22.73,2023-10-05,Доставлен,2.0,0.96,0.5,2651,B,False,0.0,5141.12,Экспресс,Предоплата,True,0.0
143,Екатеринбург,Уфа,430,4374,4.81,Химия,Деловые Линии,20049.18,20.88,2023-05-27,Доставлен,1.0,0.95,0.7,5580,A,False,400.98,1092.59,Супер-экспресс,Предоплата,False,16039.34
144,Санкт-Петербург,Ростов-на-Дону,944,2382,1.19,Медицина,Энергия,37143.84,17.2,2023-07-30,Доставлен,2.0,0.96,0.9,9109,C,False,0.0,4941.46,Экспресс,Постоплата,False,0.0
145,Санкт-Петербург,Новосибирск,1594,1504,1.35,Мебель,Байкал Сервис,66540.38,26.73,2023-05-14,Доставлен,3.0,0.93,0.5,4370,A,True,1330.81,6456.18,Экспресс,Предоплата,False,0.0
146,Москва,Казань,800,1104,0.66,Канцелярия,Мэйджор,47311.37,40.53,2023-09-17,Доставлен,1.0,0.99,0.3,1512,C,True,946.23,3407.12,Экспресс,50/50,False,0.0
147,Новосибирск,Челябинск,1976,2271,5.68,Стройматериалы,Деловые Линии,48239.88,24.41,2023-09-26,Доставлен,3.0,0.95,0.1,7395,A,True,964.8,4389.14,Экспресс,Предоплата,False,0.0
148,Казань,Омск,771,1648,4.12,Стройматериалы,Грузовоз,26426.79,42.83,2023-09-25,Доставлен,1.0,0.9,0.1,8762,B,True,0.0,2921.4,Стандарт,Предоплата,False,0.0
149,Москва,Новосибирск,2800,4776,5.25,Химия,ЖДД,68033.91,16.64,2023-07-08,В пути,,0.98,0.7,8430,B,False,0.0,8754.43,Стандарт,Постоплата,False,0.0
150,Красноярск,Санкт-Петербург,2065,3897,9.74,Стройматериалы,Байкал Сервис,34621.4,16.44,2023-06-27,В пути,,0.93,0.1,5805,B,True,692.43,2559.25,Супер-экспресс,Предоплата,False,0.0
151,Москва,Ростов-на-Дону,2633,1671,1.0,Канцелярия,Байкал Сервис,49077.13,17.27,2023-09-21,В пути,,0.93,0.3,5858,C,True,981.54,7208.2,Экспресс,Предоплата,False,0.0
152,Санкт-Петербург,Уфа,1006,1882,0.56,Электроника,ЖДД,77539.77,49.22,2023-08-01,Доставлен,3.0,0.98,0.8,2517,C,False,0.0,5798.01,Супер-экспресс,Постоплата,False,0.0
153,Казань,Москва,800,4740,4.27,Мебель,Байкал Сервис,62856.51,40.51,2024-01-29,Ожидает отправки,,0.93,0.5,5356,A,True,1257.13,7699.12,Супер-экспресс,Предоплата,False,0.0
154,Уфа,Самара,2174,4699,2.82,Канцелярия,Деловые Линии,115856.26,40.36,2023-08-01,Доставлен,4.0,0.95,0.3,5560,C,False,0.0,8362.89,Экспресс,Предоплата,False,0.0
155,Нижний Новгород,Омск,1315,1030,0.72,Продукты,ПЭК,26735.18,16.93,2023-01-26,Доставлен,3.0,0.92,0.6,8582,B,True,0.0,2772.0,Супер-экспресс,Постоплата,False,0.0
156,Казань,Нижний Новгород,2696,526,0.21,Игрушки,Грузовоз,42892.2,18.52,2023-12-31,Доставлен,4.0,0.9,0.4,5937,C,False,857.84,2584.55,Стандарт,50/50,False,0.0
157,Москва,Екатеринбург,1800,2365,1.18,Медицина,Мэйджор,66906.54,15.27,2024-01-28,Доставлен,3.0,0.99,0.9,3405,A,True,0.0,5109.22,Экспресс,Предоплата,False,0.0
158,Самара,Екатеринбург,2528,4927,12.32,Стройматериалы,Байкал Сервис,104141.9,39.67,2023-11-07,Ожидает отправки,,0.93,0.1,3590,A,False,0.0,13272.99,Экспресс,Постоплата,False,0.0
159,Екатеринбург,Самара,2345,2847,1.14,Одежда,Энергия,120057.93,37.89,2023-01-26,Доставлен,3.0,0.96,0.2,8663,A,True,0.0,6752.05,Экспресс,50/50,False,0.0
160,Новосибирск,Челябинск,1251,2103,2.31,Химия,ЖДД,61522.08,35.72,2024-01-04,Доставлен,1.0,0.98,0.7,3311,C,True,0.0,8499.27,Супер-экспресс,50/50,False,0.0
161,Новосибирск,Омск,2402,1794,0.72,Одежда,Грузовоз,35227.88,17.27,2023-11-20,Доставлен,6.0,0.9,0.2,8674,A,True,0.0,2937.61,Экспресс,50/50,False,0.0
162,Санкт-Петербург,Екатеринбург,2200,2969,3.56,Автозапчасти,Энергия,81916.03,26.34,2023-12-18,Доставлен,4.0,0.96,0.4,2980,A,False,1638.32,10855.51,Экспресс,50/50,False,0.0
163,Москва,Нижний Новгород,400,188,0.47,Стройматериалы,Байкал Сервис,14739.01,41.61,2023-03-28,Доставлен,3.0,0.93,0.1,3975,C,False,0.0,1709.43,Стандарт,Постоплата,False,0.0
164,Москва,Ростов-на-Дону,2210,677,0.27,Одежда,ПЭК,69063.6,39.88,2023-01-03,Доставлен,3.0,0.92,0.2,4513,A,False,1381.27,4104.91,Экспресс,Предоплата,False,0.0
165,Москва,Новосибирск,2800,1151,0.46,Игрушки,ПЭК,124109.01,41.37,2023-09-18,Доставлен,6.0,0.92,0.4,9985,C,False,2482.18,11925.7,Экспресс,Постоплата,False,0.0
166,Москва,Уфа,864,800,2.0,Стройматериалы,ЖДД,23909.14,38.3,2023-08-11,Доставлен,2.0,0.98,0.1,5352,B,False,0.0,2509.01,Супер-экспресс,50/50,False,0.0
167,Москва,Екатеринбург,1800,1980,1.39,Продукты,Мэйджор,132290.49,47.32,2023-11-01,Доставлен,4.0,0.99,0.6,6264,B,False,2645.81,15598.3,Экспресс,50/50,False,0.0
168,Уфа,Красноярск,1296,490,0.59,Автозапчасти,Деловые Линии,69786.41,48.84,2023-02-13,Доставлен,1.0,0.95,0.4,7752,B,False,0.0,6876.38,Стандарт,Предоплата,True,0.0
169,Москва,Санкт-Петербург,710,4214,2.53,Канцелярия,Энергия,46138.95,43.02,2023-06-19,Доставлен,3.0,0.96,0.3,8374,C,True,0.0,5183.66,Экспресс,Предоплата,False,0.0
170,Москва,Уфа,1029,1311,3.28,Стройматериалы,ЖДД,32308.74,41.07,2024-01-20,Доставлен,2.0,0.98,0.1,1102,B,False,0.0,4315.16,Экспресс,Постоплата,False,0.0
171,Санкт-Петербург,Челябинск,1498,3244,3.57,Химия,Мэйджор,93820.79,30.88,2023-03-03,В пути,,0.99,0.7,4808,A,True,0.0,12532.57,Супер-экспресс,Постоплата,False,0.0
172,Красноярск,Нижний Новгород,1913,4546,3.18,Продукты,Байкал Сервис,145630.88,46.45,2024-01-17,Доставлен,3.0,0.93,0.6,6863,A,False,0.0,16471.71,Стандарт,50/50,False,0.0
173,Новосибирск,Москва,1619,2246,2.47,Химия,Энергия,152123.11,47.02,2023-12-11,Доставлен,2.0,0.96,0.7,5026,C,False,0.0,9777.8,Экспресс,50/50,False,0.0
174,Москва,Челябинск,1736,1493,3.73,Стройматериалы,ПЭК,25007.48,18.2,2023-04-28,Доставлен,4.0,0.92,0.1,8651,B,True,0.0,2675.24,Экспресс,50/50,False,0.0
175,Новосибирск,Красноярск,800,68,0.03,Одежда,Деловые Линии,27712.3,33.93,2024-01-30,Доставлен,3.0,0.95,0.2,5493,C,False,0.0,3326.18,Экспресс,50/50,False,0.0
176,Москва,Нижний Новгород,400,1680,0.67,Одежда,ПЭК,8567.45,16.97,2023-05-25,Доставлен,2.0,0.92,0.2,7659,B,True,171.35,762.35,Стандарт,Постоплата,False,0.0
177,Новосибирск,Самара,2740,906,1.09,Автозапчасти,Деловые Линии,81840.62,27.25,2023-04-18,Доставлен,5.0,0.95,0.4,4796,B,False,0.0,8433.39,Стандарт,50/50,False,0.0
178,Новосибирск,Нижний Новгород,2654,4480,2.24,Медицина,Грузовоз,111676.32,24.7,2023-07-02,Ожидает отправки,,0.9,0.9,9300,B,False,2233.53,7546.48,Стандарт,Предоплата,False,0.0
179,Новосибирск,Челябинск,773,2957,3.55,Автозапчасти,Байкал Сервис,27526.81,25.49,2023-08-16,Доставлен,1.0,0.93,0.4,6974,A,False,0.0,3999.41,Стандарт,Постоплата,False,22021.45
180,Санкт-Петербург,Челябинск,2081,4697,5.17,Химия,ПЭК,120852.02,35.56,2023-01-09,Доставлен,4.0,0.92,0.7,2517,A,False,0.0,7210.46,Супер-экспресс,Постоплата,False,0.0
181,Санкт-Петербург,Красноярск,1641,3374,1.35,Одежда,ЖДД,73266.02,45.05,2023-02-22,В пути,,0.98,0.2,3417,C,True,0.0,6395.5,Стандарт,Постоплата,False,0.0
182,Челябинск,Нижний Новгород,2668,1005,1.11,Химия,Байкал Сервис,128794.65,38.76,2023-05-31,Доставлен,5.0,0.93,0.7,1972,B,True,2575.89,14514.59,Супер-экспресс,50/50,False,0.0
183,Санкт-Петербург,Нижний Новгород,2142,3801,2.66,Продукты,Байкал Сервис,133480.47,40.74,2023-08-15,Доставлен,2.0,0.93,0.6,7271,A,True,2669.61,9939.07,Экспресс,50/50,False,0.0
184,Москва,Санкт-Петербург,710,884,0.53,Канцелярия,Мэйджор,39630.66,43.5,2023-01-19,В пути,,0.99,0.3,3281,B,True,0.0,5229.31,Супер-экспресс,Постоплата,False,0.0
185,Новосибирск,Ростов-на-Дону,1807,3119,1.56,Медицина,Энергия,128668.52,28.08,2023-07-26,Доставлен,3.0,0.96,0.9,1580,C,True,0.0,9560.07,Стандарт,Постоплата,True,0.0
186,Новосибирск,Омск,1599,3228,1.61,Медицина,Энергия,137932.06,40.76,2023-01-20,Доставлен,1.0,0.96,0.9,3008,A,True,0.0,16132.05,Супер-экспресс,Предоплата,False,0.0
187,Казань,Уфа,853,375,0.11,Электроника,Грузовоз,35471.23,30.49,2023-09-15,Доставлен,1.0,0.9,0.8,6466,B,True,0.0,3700.33,Экспресс,50/50,False,0.0
188,Москва,Ростов-на-Дону,1526,1478,1.63,Химия,ЖДД,37195.73,18.85,2023-03-05,Доставлен,2.0,0.98,0.7,4770,B,True,743.91,3895.51,Супер-экспресс,50/50,False,0.0
189,Москва,Красноярск,2334,4315,10.79,Стройматериалы,Деловые Линии,37339.2,16.2,2024-01-22,Доставлен,3.0,0.95,0.1,9450,A,True,0.0,4775.09,Экспресс,50/50,False,0.0
190,Санкт-Петербург,Новосибирск,665,3651,4.02,Химия,Деловые Линии,30736.91,23.83,2023-08-02,Доставлен,3.0,0.95,0.7,9010,B,False,0.0,1883.18,Стандарт,50/50,False,0.0
191,Москва,Уфа,2532,1785,1.25,Продукты,Энергия,63828.09,18.87,2023-02-02,Доставлен,5.0,0.96,0.6,1776,C,True,1276.56,8998.15,Стандарт,50/50,False,0.0
192,Санкт-Петербург,Ростов-на-Дону,2995,4095,1.23,Электроника,Байкал Сервис,225942.98,40.54,2023-09-02,Доставлен,5.0,0.93,0.8,7073,C,False,0.0,17369.36,Стандарт,50/50,False,180754.38
193,Москва,Новосибирск,2800,3589,2.51,Продукты,ЖДД,67052.57,19.19,2023-10-18,Доставлен,5.0,0.98,0.6,7420,B,False,0.0,7337.16,Супер-экспресс,Постоплата,True,0.0
194,Новосибирск,Екатеринбург,2835,4392,5.27,Автозапчасти,Мэйджор,80511.38,17.73,2023-10-15,Доставлен,3.0,0.99,0.4,2198,A,True,0.0,12050.76,Экспресс,Предоплата,False,0.0
195,Красноярск,Москва,668,3015,1.21,Одежда,Мэйджор,32471.0,30.54,2023-01-27,Доставлен,3.0,0.99,0.2,2683,C,False,649.42,1791.4,Стандарт,Постоплата,False,0.0
196,Уфа,Екатеринбург,441,1916,1.72,Мебель,ЖДД,9911.99,16.0,2023-01-09,Доставлен,2.0,0.98,0.5,8926,B,True,0.0,1120.11,Экспресс,Предоплата,False,0.0
197,Казань,Нижний Новгород,2545,1534,0.46,Электроника,Мэйджор,144343.03,33.26,2023-07-18,Доставлен,5.0,0.99,0.8,5097,C,False,0.0,13223.73,Стандарт,Предоплата,False,0.0
198,Омск,Нижний Новгород,2513,1099,0.33,Электроника,Деловые Линии,177512.59,43.24,2023-07-03,Доставлен,5.0,0.95,0.8,3582,C,True,3550.25,26269.09,Стандарт,50/50,False,0.0
199,Омск,Челябинск,1506,1166,2.92,Стройматериалы,Грузовоз,30255.34,26.58,2023-12-06,Доставлен,2.0,0.9,0.1,5384,A,False,0.0,3535.05,Супер-экспресс,Постоплата,False,0.0
200,Челябинск,Красноярск,2113,1870,1.12,Канцелярия,ЖДД,69618.15,36.3,2023-01-08,Доставлен,4.0,0.98,0.3,6570,B,False,1392.36,9079.2,Экспресс,50/50,False,0.0
201,Челябинск,Казань,2460,2444,2.2,Мебель,ПЭК,112260.29,34.01,2023-06-26,В пути,,0.92,0.5,2681,A,False,2245.21,7998.09,Супер-экспресс,50/50,False,89808.23
202,Челябинск,Новосибирск,2539,1164,1.28,Химия,Энергия,129452.27,31.36,2023-03-10,Доставлен,6.0,0.96,0.7,3998,A,True,0.0,7875.29,Супер-экспресс,Предоплата,False,0.0
203,Новосибирск,Уфа,1780,1761,0.53,Электроника,Деловые Линии,62581.52,21.9,2023-06-24,Доставлен,2.0,0.95,0.8,2402,C,False,0.0,7886.83,Стандарт,Постоплата,False,50065.22
